draw_order,token_id,pdb_id,outcome,reason_code,reason_detail,reconstructed_bytes,canonical_bytes,reconstructed_sha256,canonical_sha256,byte_identical,reconstructed_atom_count,canonical_atom_count,atom_count_equal,reconstructed_chain_ids,canonical_chain_ids,chain_ids_equal,reconstructed_entity_ids,canonical_entity_ids,entity_ids_equal,atom_keys_equal,reconstructed_coordinate_sha256,canonical_coordinate_sha256,coordinate_hash_equal,max_coordinate_deviation_angstrom,coordinate_tolerance_angstrom,coordinate_agreement,fidelity_pass
39,195199,7TA6,SUCCESS,SUCCESS,,1108927,1745389,57cac7939760fbbe23a4afe3abed3b1936b7ca045a9da5242d57e394d3e44797,a8efa690d6a293d066195d4cdcf20c5366f16444170b9d0d4991b19d17510e7a,False,20570,20570,True,"[""A"",""AA"",""B"",""BA"",""C"",""CA"",""D"",""DA"",""E"",""EA"",""F"",""FA"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""KA"",""L"",""LA"",""M"",""MA"",""N"",""NA"",""O"",""OA"",""P"",""PA"",""Q"",""QA"",""R"",""RA"",""S"",""SA"",""T"",""TA"",""U"",""UA"",""V"",""W"",""X"",""Y"",""Z""]","[""A"",""AA"",""B"",""BA"",""C"",""CA"",""D"",""DA"",""E"",""EA"",""F"",""FA"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""KA"",""L"",""LA"",""M"",""MA"",""N"",""NA"",""O"",""OA"",""P"",""PA"",""Q"",""QA"",""R"",""RA"",""S"",""SA"",""T"",""TA"",""U"",""UA"",""V"",""W"",""X"",""Y"",""Z""]",True,"[""1"",""2"",""3"",""4"",""5"",""6""]","[""1"",""2"",""3"",""4"",""5"",""6""]",True,True,9f3d16cf0359742afc532587350c6e01ed8a2f030b8c8c5d4b9f59c934c9c280,9f3d16cf0359742afc532587350c6e01ed8a2f030b8c8c5d4b9f59c934c9c280,True,0,1e-06,True,True
40,44177,2LZ6,SUCCESS,SUCCESS,,363544,1078351,231e88dd1ec74062a1a307877886449c54471485928161de99559de053329082,ca3404aa2bb5d6c03894db3d826f70442fdd9a9091ff0a6bc53d4019eb20ae59,False,21690,21690,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,a5e5e9df0b7c0f37dfd2263420ab19f42471886173569a2087e76c04c1ca6eb3,a5e5e9df0b7c0f37dfd2263420ab19f42471886173569a2087e76c04c1ca6eb3,True,0,1e-06,True,True
41,174149,6ZV4,SUCCESS,SUCCESS,,785400,3234260,90e9026e753aedb54edb88dbf8a6755066e83919dfcc7a53b70638b7f7033b02,ddabe41ee8d7226ef3b0dc5fcf3dab185c693b28168ff554f51687ecc248e016,False,70640,70640,True,"[""A""]","[""A""]",True,"[""1""]","[""1""]",True,True,291203efc0a3ce99616eabca67073364273ef897517174328eedc3941c329e39,291203efc0a3ce99616eabca67073364273ef897517174328eedc3941c329e39,True,0,1e-06,True,True
42,27487,1XKX,SUCCESS,SUCCESS,,258271,495723,9ce889b569d8aeed8ea3bbb0f6cc3230563f3dd8a07b678d66e6ec894ebd9e2f,35e92649af6264c47fc5634e2157870d9fb8dcb7226bc5013c62e6a02d9a1aec,False,7009,7009,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,74d4cd80c94ee7325d62d45e074fdc83bb2a8a7b6c44ce447a03c86bc15c515c,74d4cd80c94ee7325d62d45e074fdc83bb2a8a7b6c44ce447a03c86bc15c515c,True,0,1e-06,True,True
43,8555,1H45,SUCCESS,SUCCESS,,245640,316751,8a44179cd739f344e0e8a0dea9e19903dbdf94dfdb4615260584bd36eb90cb12,67798de98722a6405d8ffd7fdc11ab2d06302437e096380219f7486fef3c244b,False,2599,2599,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,db52b543e1556f6e71345bc647d2bc31b0cf4b0886c838cb488869163220bc9b,db52b543e1556f6e71345bc647d2bc31b0cf4b0886c838cb488869163220bc9b,True,0,1e-06,True,True
44,189160,7OBW,SUCCESS,SUCCESS,,368950,500689,6d1375331abf5772c0ddd2fb5e138ccf296fe6a15115725ab136c9a49498d3c1,e1c19aa1bd8e9e18278c2b28276dae9c758a20ff15b675eee601fcc9346cfba3,False,5496,5496,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,44ed24ab4f43be8fe7f44bf01a0601b9dcd90abc401a5c80f9e2e68ef38c6b16,44ed24ab4f43be8fe7f44bf01a0601b9dcd90abc401a5c80f9e2e68ef38c6b16,True,0,1e-06,True,True
45,212214,8HOH,SUCCESS,SUCCESS,,267404,260289,52ccf8c5c8031b2eb0c9b8b200a622738d3dacc9b53692e1b2dd880e415d1a20,0f1b6e8a5acc5a0eeb638878bb9a1614915839d8b628ae0bf5f2f0c74b591b48,False,1284,1284,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,1f1f358a0ab7f782562888fd9dc0a027a23d406f3f8433dec0d266a84e0a95ed,1f1f358a0ab7f782562888fd9dc0a027a23d406f3f8433dec0d266a84e0a95ed,True,0,1e-06,True,True
46,128664,5NL7,SUCCESS,SUCCESS,,526316,610690,f4b5960c7fcf5932b0508127258aebbe58c7882da0653a6877cc2b78e0135d67,7aa361dedf3cb3743f1fcf81afeb61a386e0d0201784b11a53a2c85e8a87dcf0,False,3747,3747,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,80fb9ed90d7d5af7e5dae1ffa6de7808e002b85aca99ed465fd8e8bbf6e2abb8,80fb9ed90d7d5af7e5dae1ffa6de7808e002b85aca99ed465fd8e8bbf6e2abb8,True,0,1e-06,True,True
47,210546,8G6U,SUCCESS,SUCCESS,,600520,1521029,b4b47835e0185243eef35c9399a88a3fb17bbc78fecf0501c5d90dcfbfbc9cfb,11f0f705dccd159b22ca972ab1a5ef387ae9f2f4f719ca10e5dd7a75a7842c11,False,26871,26871,True,"[""A"",""AA"",""AB"",""AC"",""B"",""BA"",""BB"",""BC"",""C"",""CA"",""CB"",""CC"",""D"",""DA"",""DB"",""DC"",""E"",""EA"",""EB"",""EC"",""F"",""FA"",""FB"",""FC"",""G"",""GA"",""GB"",""GC"",""H"",""HA"",""HB"",""HC"",""I"",""IA"",""IB"",""IC"",""J"",""JA"",""JB"",""JC"",""K"",""KA"",""KB"",""KC"",""L"",""LA"",""LB"",""LC"",""M"",""MA"",""MB"",""N"",""NA"",""NB"",""O"",""OA"",""OB"",""P"",""PA"",""PB"",""Q"",""QA"",""QB"",""R"",""RA"",""RB"",""S"",""SA"",""SB"",""T"",""TA"",""TB"",""U"",""UA"",""UB"",""V"",""VA"",""VB"",""W"",""WA"",""WB"",""X"",""XA"",""XB"",""Y"",""YA"",""YB"",""Z"",""ZA"",""ZB""]","[""A"",""AA"",""AB"",""AC"",""B"",""BA"",""BB"",""BC"",""C"",""CA"",""CB"",""CC"",""D"",""DA"",""DB"",""DC"",""E"",""EA"",""EB"",""EC"",""F"",""FA"",""FB"",""FC"",""G"",""GA"",""GB"",""GC"",""H"",""HA"",""HB"",""HC"",""I"",""IA"",""IB"",""IC"",""J"",""JA"",""JB"",""JC"",""K"",""KA"",""KB"",""KC"",""L"",""LA"",""LB"",""LC"",""M"",""MA"",""MB"",""N"",""NA"",""NB"",""O"",""OA"",""OB"",""P"",""PA"",""PB"",""Q"",""QA"",""QB"",""R"",""RA"",""RB"",""S"",""SA"",""SB"",""T"",""TA"",""TB"",""U"",""UA"",""UB"",""V"",""VA"",""VB"",""W"",""WA"",""WB"",""X"",""XA"",""XB"",""Y"",""YA"",""YB"",""Z"",""ZA"",""ZB""]",True,"[""1"",""10"",""11"",""12"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]","[""1"",""10"",""11"",""12"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9""]",True,True,95ad53f01fa81340dcf41c15db33789fea65e252903003b74bf2f86d30ef775b,95ad53f01fa81340dcf41c15db33789fea65e252903003b74bf2f86d30ef775b,True,0,1e-06,True,True
48,73021,3NON,SUCCESS,SUCCESS,,517387,648647,f16ec852d94765580a3f59f10ed2c242e4a7187ef9dae2713d0bf3f1f75c1e30,8e2497743690b4b679bb0352af2126bb7e28e1c46c38dcf19150ccc9259545e1,False,4477,4477,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,c63d30a245bd7603c5c1ea758b274c24d441af7fae1a0555500200cb68f77430,c63d30a245bd7603c5c1ea758b274c24d441af7fae1a0555500200cb68f77430,True,0,1e-06,True,True
49,52050,2VP7,SUCCESS,SUCCESS,,217875,230195,16d18da5c8e96bd23e78240a333758491cd35e9e5180a8b34c97c560b24804f9,276d505d8f9ca94420450701057700ea12a9db852cf1835f5f3e4f0e5513ec55,False,890,890,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,b6b66463af2060534075f413a65587a7c7e0f5d528bf05276201dc4ab9eb745e,b6b66463af2060534075f413a65587a7c7e0f5d528bf05276201dc4ab9eb745e,True,0,1e-06,True,True
50,189313,7OG8,SUCCESS,SUCCESS,,268046,239997,6bee2a8d14db4749165f9136942ec59100df70837e1906155c9474b7429aa42d,84fd9bee2dfc91d85b22574850936ebbe87baea163b4aa60e1c5458da557beea,False,598,598,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,b0b581be36c3e11c9360a521348f8ce192e568f520ebf6ad48c6c2b1fc9c448a,b0b581be36c3e11c9360a521348f8ce192e568f520ebf6ad48c6c2b1fc9c448a,True,0,1e-06,True,True
51,207844,8DYW,SUCCESS,SUCCESS,,480457,1099032,3b69d8df85ef2beab563a0d9cacefd041d8b5a1c07edb613e3e0c2684c3e5a13,8920fbc11a27e5aef40ac3642a118168ab2977e343b3cf1dfc309d7270c0c537,False,18494,18494,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,8ccf06566d114fb74b914a4e6838cae5ec6249d53b4fceb6fb9832aff8eb317a,8ccf06566d114fb74b914a4e6838cae5ec6249d53b4fceb6fb9832aff8eb317a,True,0,1e-06,True,True
52,52890,2WE2,SUCCESS,SUCCESS,,362577,439570,4cc5824569cc9f54ae3dda091dd52b4d89ff476538e9970f36ca12e8dbf42d46,34a7156c7df4661d3d2bead399ac5d7dbb46836dd2132be3bb37f74eb7280d41,False,2400,2400,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,ecf2210aa29d85c5e99e2d262a1d0a7f95084f449eca1b1b4b00f2aa1824dac5,ecf2210aa29d85c5e99e2d262a1d0a7f95084f449eca1b1b4b00f2aa1824dac5,True,0,1e-06,True,True
53,1845,1BE4,SUCCESS,SUCCESS,,236891,364875,767204efb83c0f1922454e31a29820655226acc4bba2682c1b08e3caa27c709e,df136801a3d04b9ff01459b1aa097b57b431ad487b8a7bc8fd177d44b74b5476,False,3968,3968,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,c915710c5447a497acbb53bfe4b97c340afcaf9b8929ce5c15d8be8c9ff31921,c915710c5447a497acbb53bfe4b97c340afcaf9b8929ce5c15d8be8c9ff31921,True,0,1e-06,True,True
54,193535,7RWR,SUCCESS,SUCCESS,,269098,698365,47e64586a42b09da026c9d4cc7c94e382f8b01775d59f618658bfa0701f4cec5,14e1d02ba6e8ec5c1ee1da7706216abe59a049c812c9900512417cbca410b267,False,12700,12700,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,61fb8d3e793b8cc4472122bc093188ba10d07feae46e2459cc3bae0f99374dd1,61fb8d3e793b8cc4472122bc093188ba10d07feae46e2459cc3bae0f99374dd1,True,0,1e-06,True,True
55,80215,3TP7,SUCCESS,SUCCESS,,286459,309543,fe920b60dfb3f08dc36a2f726478024c7b921a9353576e67b22a780ebd0d9d98,3a42ca67958eb01570d6abdb7fb3d93ffdda4cd951d7dc7f527c41b7b421f5e6,False,1142,1142,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,65a5aee71ba95b503c23f7adf95113271780009e645cebd186544ee33d68ecc4,65a5aee71ba95b503c23f7adf95113271780009e645cebd186544ee33d68ecc4,True,0,1e-06,True,True
56,163918,6RGV,SUCCESS,SUCCESS,,292962,361508,10a178e04df23053314bc445117d71c7afd68904ab7b5efbf5051fe2c505c5e6,7f32c58f7291aa428cb882d14fd1b7cfedec5c1b25961eebafbe56b6338b6f3a,False,3237,3237,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,954290296f68bb641503c7047209fb361727839cac310c94b7a9d4f076556380,954290296f68bb641503c7047209fb361727839cac310c94b7a9d4f076556380,True,0,1e-06,True,True
57,216303,8P5L,SUCCESS,SUCCESS,,441058,708318,f8f706108c293a42c5fbe08893dfb02dd750bfce34228ea8187d91ae3d3a289b,b9358e7aced17051468a86da968c960d4d74dbf573e0cd79c059355d427ee3be,False,9613,9613,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,e1ec2921e04d2e3e2dca1041db8bb4939df190510c9269ea4a1f6a74463f0ca0,e1ec2921e04d2e3e2dca1041db8bb4939df190510c9269ea4a1f6a74463f0ca0,True,0,1e-06,True,True
58,44228,2M0U,SUCCESS,SUCCESS,,480061,1803796,ffc26d6476289e445ebee4354783ab97f48f54dff6543561879f37e0e29449ac,6ea572a827399ee152ab18b1f37bc6eca85c88d458dbf7a14bec2f236a358fca,False,38120,38120,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,5f80adf23099fbf60157904c2c57dfb77a887a78d0475e87c65acdb52b577f44,5f80adf23099fbf60157904c2c57dfb77a887a78d0475e87c65acdb52b577f44,True,0,1e-06,True,True
59,151702,6H2T,SUCCESS,SUCCESS,,427157,478414,8f2e3c21515b68fbc00b6716c536adb79743cabccf70a63076ac73a101e381f1,6884c95204c667a38f36fe994938316992c67ba862c34c60a8f22e1b83e24ba8,False,2531,2531,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,be2eedbf47b35640a2f9aec1e3ca6a28ae44621d8d4cf92b5823ccc5fc69c62e,be2eedbf47b35640a2f9aec1e3ca6a28ae44621d8d4cf92b5823ccc5fc69c62e,True,0,1e-06,True,True
60,154797,6JPN,SUCCESS,SUCCESS,,369257,538068,b6691fce51b5d34b53a961f581981f6871bf5b1afd006c52983da3fcd245994a,5f304164923e3ff1e8d0080659e395935bf80c547ccf24d64047bc3f1528b6dd,False,6337,6337,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G""]",True,"[""1"",""2"",""3"",""4"",""5"",""6""]","[""1"",""2"",""3"",""4"",""5"",""6""]",True,True,db9fe2a741ebb266638f2885b51898b5c18ea479baa577acaa476fb8e66a1037,db9fe2a741ebb266638f2885b51898b5c18ea479baa577acaa476fb8e66a1037,True,0,1e-06,True,True
61,43722,2LLA,SUCCESS,SUCCESS,,554813,2013627,ae0079f962fdf201779198db4273efb2357912e5a8dc2c097a5c70a88a1353e6,fb490283a57a2fb2dca0a6a82a007369b9359ec49d8ad2f57ef9de72d8cbc132,False,42220,42220,True,"[""A""]","[""A""]",True,"[""1""]","[""1""]",True,True,7b031de12ece41bcf35d145adfd62ef78a19c1548b5fed51f07a53598a0cc300,7b031de12ece41bcf35d145adfd62ef78a19c1548b5fed51f07a53598a0cc300,True,0,1e-06,True,True
62,167257,6U6Y,SUCCESS,SUCCESS,,1297431,1659125,81a8760fa4c70c1d0961bc18cb01eeb10d176c64641e48f836cfbda9f374d537,2e15eec50f659d954e2872969891b1d0319453698fe3c8f7d6166043851401fd,False,14671,14671,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,3f0793689e2236b6ccd255fe053e918f716a88df6f787474ac921be239390113,3f0793689e2236b6ccd255fe053e918f716a88df6f787474ac921be239390113,True,0,1e-06,True,True
63,220800,8TBA,SUCCESS,SUCCESS,,338612,434134,af121f6ed203b1220d967d488ebe7ae7bad197ed0acc6659692d4afb511fb2f1,7b97149f6fea92bc7c12d845579fa73cd50df4477b700bfb72abdfb1bd9f894e,False,4326,4326,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,8991bb3cfeb324890a133c5ad65456320e076349896a081b53f6cd22b6fd7f85,8991bb3cfeb324890a133c5ad65456320e076349896a081b53f6cd22b6fd7f85,True,0,1e-06,True,True
64,108859,4WC4,SUCCESS,SUCCESS,,593344,712377,36f5936e51fe7643c32458c37bfadb55329b48c10cf259a9f66b58905dc399f8,aa8f2668d87595b43359f9006cd23ac4935616a35fb52a93936202ce45792c3c,False,4658,4658,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,b71bce66c315f88eb0e7052b779e9ff800d79518eede2a25de50ec31ba3c3d09,b71bce66c315f88eb0e7052b779e9ff800d79518eede2a25de50ec31ba3c3d09,True,0,1e-06,True,True
65,109396,4WTD,SUCCESS,SUCCESS,,345238,452613,d5e9f16766eb91b6f014a0824f1588008493f6266aad25b27a0552ed60ce5ba8,a61a79caa9d8338b30c9df74a243a8cb24eea4ccdfb3aa14558202f275bf3a8e,False,4388,4388,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K""]",True,"[""1"",""2"",""3"",""4"",""5"",""6""]","[""1"",""2"",""3"",""4"",""5"",""6""]",True,True,f378d7f267804feed2878b941b689dc763e8c7cb9f3e69a4fad372f00865a1e0,f378d7f267804feed2878b941b689dc763e8c7cb9f3e69a4fad372f00865a1e0,True,0,1e-06,True,True
66,80726,3U4H,SUCCESS,SUCCESS,,479008,608770,e24703b9c01102357ef58b62b7d031b7cf01ebde51b8bbe09bf59a4f419deaa4,6a8265d5045c076a6f3317cc8a2ec7e7f790e240f1127fac12166b8572597fa5,False,4355,4355,True,"[""A"",""B"",""C"",""D"",""E"",""F""]","[""A"",""B"",""C"",""D"",""E"",""F""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,e2f244c2733b52c37fac0a51b5615c7d770042808b0c7e05430f23efefed0819,e2f244c2733b52c37fac0a51b5615c7d770042808b0c7e05430f23efefed0819,True,0,1e-06,True,True
67,174635,7A95,SUCCESS,SUCCESS,,557599,1586160,d27af2c09098f41874077a3ca0fff1c001feb767ae92b16b92bf64187ae03853,02250cd08d212cc108049d95fbc58760093b238b55e904397caf367bd524c581,False,29887,29887,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,8708331adbef627e0ba53423cc783f650ed9909820ed499b8730d91aee95def6,8708331adbef627e0ba53423cc783f650ed9909820ed499b8730d91aee95def6,True,0,1e-06,True,True
68,163394,6R1F,SUCCESS,SUCCESS,,640391,784831,569e02a40138714293e46fa2e9e2ad1587d9b0de47fcd54a89e134d7ba9a1a49,f195b5637413f7dfab129365e5f4ba46a39ae5e6fc28e88b2fed58dae637a6dd,False,5414,5414,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,5fc9a2bb8dd915d5ee272f1192cd85f883c06c6710efc6030c0c1b8590a0e320,5fc9a2bb8dd915d5ee272f1192cd85f883c06c6710efc6030c0c1b8590a0e320,True,0,1e-06,True,True
69,17845,1P5L,SUCCESS,SUCCESS,,176126,419698,45cb9a41f30fb68512562700c2fe05d2d2693d41ab1de899797f2242703bdad7,0f0f414c61c636d41fb413b364a4216c67f6f317624810c8763a66867805615d,False,6880,6880,True,"[""A""]","[""A""]",True,"[""1""]","[""1""]",True,True,bef9767c12c838ca180fad3a7e576fe9d3bce5b1e2fb2bf3195c616c6f56f6a2,bef9767c12c838ca180fad3a7e576fe9d3bce5b1e2fb2bf3195c616c6f56f6a2,True,0,1e-06,True,True
70,120560,5GTY,SUCCESS,SUCCESS,,519299,1127844,de51ff9a73f0fd9bf12ffc67c4b1dd09383b908e3085feaed7239ff378f67714,3fda10923358a7ef0c03f493e540abea0c6da4649cc8269c46f129943be4512e,False,19277,19277,True,"[""A"",""AA"",""B"",""BA"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W"",""X"",""Y"",""Z""]","[""A"",""AA"",""B"",""BA"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W"",""X"",""Y"",""Z""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,fdd9f6b0ebd69b123be7543c221e12cb1ef0db4dd3ee5af4c5c2eebb0b8f9207,fdd9f6b0ebd69b123be7543c221e12cb1ef0db4dd3ee5af4c5c2eebb0b8f9207,True,0,1e-06,True,True
71,124713,5KCS,FAILURE,RPC_OUT_OF_GAS,rpc error: code = Internal desc = out of gas,,,,,,,,,,,,,,,,,,,,,,
72,13510,1LDN,SUCCESS,SUCCESS,,442290,1128155,bc45096463cee15194a5abbf8fc9aaee694ec4966214e526d6ee4ace8bd9bbaf,8d93c3209472c76eb3ddcd14c2e048364ed49ac16dc07bbc6d528b12402a29c6,False,20716,20716,True,"[""A"",""AA"",""B"",""BA"",""C"",""CA"",""D"",""DA"",""E"",""EA"",""F"",""FA"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W"",""X"",""Y"",""Z""]","[""A"",""AA"",""B"",""BA"",""C"",""CA"",""D"",""DA"",""E"",""EA"",""F"",""FA"",""G"",""GA"",""H"",""HA"",""I"",""IA"",""J"",""JA"",""K"",""L"",""M"",""N"",""O"",""P"",""Q"",""R"",""S"",""T"",""U"",""V"",""W"",""X"",""Y"",""Z""]",True,"[""1"",""2"",""3"",""4"",""5""]","[""1"",""2"",""3"",""4"",""5""]",True,True,52cf54a2a6d2a7188f01968afa1e8a2dc21b43c4eaa5361e6a175210e650c2cc,52cf54a2a6d2a7188f01968afa1e8a2dc21b43c4eaa5361e6a175210e650c2cc,True,0,1e-06,True,True
73,191069,7PVV,SUCCESS,SUCCESS,,304408,284719,bfd4a7daa44bdce77bb5597aeaf03ad53117d76f5519eff45a490c92ccfccbce,aabfaaa2eb1d7612e7f056dcd8e7becee845fecf772b8b0fd5d3473fa71cf18f,False,953,953,True,"[""A"",""B"",""C"",""D""]","[""A"",""B"",""C"",""D""]",True,"[""1"",""2"",""3"",""4""]","[""1"",""2"",""3"",""4""]",True,True,7859e7c86df5a6dec5ffad378ee2348a2ba26599fdc8232241233918f19761d4,7859e7c86df5a6dec5ffad378ee2348a2ba26599fdc8232241233918f19761d4,True,0,1e-06,True,True
74,8905,1HEM,SUCCESS,SUCCESS,,191401,219447,0600da4425aefa78c5cc0c2c4892f0fea60ff5a5cda11964a0e69c3eef2edaf8,bddcb475d41c66e4ec7eca5bacc13497f08d77da3d4e023f492b4db910fc368c,False,1187,1187,True,"[""A"",""B""]","[""A"",""B""]",True,"[""1"",""2""]","[""1"",""2""]",True,True,7c98ba68e445c96e64c2d858805769dc9c44f153d5d38134b52e96a7fda08813,7c98ba68e445c96e64c2d858805769dc9c44f153d5d38134b52e96a7fda08813,True,0,1e-06,True,True
75,28190,1Y6B,SUCCESS,SUCCESS,,198231,265916,6711dc680c21a1b9945b2033c90d821266406fd337c202c6b5b4721b5443eb6d,bfc1b2739edf0b3c8939a7f6ebb71d78752df9c367153f11e4c0b931c2b85521,False,2320,2320,True,"[""A"",""B"",""C""]","[""A"",""B"",""C""]",True,"[""1"",""2"",""3""]","[""1"",""2"",""3""]",True,True,7aaea63664f75fef53c9a9f52a3551c7029cb28dd1e269c645b287fb71a440f3,7aaea63664f75fef53c9a9f52a3551c7029cb28dd1e269c645b287fb71a440f3,True,0,1e-06,True,True
76,87652,4C6X,SUCCESS,SUCCESS,,641363,877683,5bb471dcd7c5295df48a8a55c91a276981e9a2fccbdb9edf65da605214dd833f,bd788a0313905188ea07841af10ccbb00204889df24485d19b088809788712ef,False,7131,7131,True,"[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L""]","[""A"",""B"",""C"",""D"",""E"",""F"",""G"",""H"",""I"",""J"",""K"",""L""]",True,"[""1"",""2"",""3"",""4"",""5"",""6"",""7""]","[""1"",""2"",""3"",""4"",""5"",""6"",""7""]",True,True,01b5b4cf9b4d8ff766d31037294b6bc6992224b716b6ac80fb2001aafa3c3f1e,01b5b4cf9b4d8ff766d31037294b6bc6992224b716b6ac80fb2001aafa3c3f1e,True,0,1e-06,True,True
